status,loan_amnt,term,annual_inc,dti,payment_inc_ratio,revol_bal,revol_util,home_ownership,grade,outcome,emp_length,emp_len_,borrower_score
Charged Off,7700,f,29772,18.58,11.02980,9206,82.90,RENT,3.40,default,4,t,0.40
Charged Off,22200,f,160000,13.33,6.13868,10070,89.10,RENT,2.60,default,3,t,0.45
Charged Off,13000,f,28000,16.93,17.43340,14078,66.10,RENT,6.80,default,11,t,0.55
Charged Off,3600,f,60000,19.00,2.41540,1104,13.00,MORTGAGE,6.00,default,11,t,0.50
Charged Off,7100,f,33000,23.85,8.90582,5148,41.50,RENT,4.60,default,2,t,0.25
Charged Off,22250,f,41000,15.63,21.84530,15791,61.90,RENT,6.00,default,3,t,0.45
Charged Off,7650,f,57000,23.96,5.32716,24086,63.40,RENT,5.60,default,6,t,0.30
Charged Off,12000,f,88000,10.60,5.74977,11434,77.80,MORTGAGE,5.00,default,10,t,0.50
Charged Off,10000,f,30000,20.96,13.57240,2780,32.00,RENT,4.20,default,11,t,0.60
Charged Off,21600,f,58600,10.85,15.82960,21912,95.30,MORTGAGE,3.60,default,3,t,0.40
Charged Off,12000,f,60000,6.30,8.01980,8894,78.70,RENT,5.80,default,1,t,0.55
Charged Off,7200,f,33000,12.69,8.66000,9071,70.30,RENT,5.60,default,3,t,0.45
Charged Off,10000,f,35000,11.79,11.34030,11596,78.20,OWN,5.60,default,6,t,0.40
Charged Off,10000,f,77400,20.05,5.31922,15862,87.60,MORTGAGE,4.40,default,11,t,0.45
Charged Off,6000,f,30000,15.68,8.23440,13470,96.90,RENT,4.40,default,8,t,0.50
Charged Off,7000,f,41000,20.31,7.28107,28651,97.80,RENT,3.40,default,1,t,0.30
Charged Off,3000,f,30000,15.40,4.02560,9527,94.80,RENT,6.00,default,11,t,0.35
Charged Off,13200,f,41600,9.55,12.59450,10086,77.60,MORTGAGE,5.60,default,3,t,0.55
Charged Off,18000,f,66000,12.87,11.10450,13938,42.90,OWN,4.20,default,1,t,0.60
Charged Off,12000,f,83000,8.36,5.39754,18692,82.70,RENT,6.60,default,1,t,0.55
Charged Off,2500,f,30000,15.40,3.10120,714,44.60,OWN,6.80,default,10,t,0.25
Charged Off,13000,f,42000,7.69,13.86060,11612,99.50,RENT,3.00,default,6,t,0.30
Charged Off,7125,f,30000,18.12,8.86680,12648,68.00,MORTGAGE,6.60,default,1,t,0.35
Charged Off,9600,f,55000,27.34,6.51644,10204,74.80,RENT,6.60,default,11,t,0.35
Charged Off,15000,f,38000,13.83,16.48330,14406,91.80,RENT,4.80,default,7,t,0.40
Charged Off,6000,f,37000,6.68,6.43654,5846,88.60,RENT,5.60,default,2,t,0.45
Charged Off,8000,f,108000,12.48,3.09322,10957,81.80,OWN,4.80,default,3,t,0.35
Charged Off,1200,f,34000,13.41,1.42094,9040,94.20,RENT,6.00,default,9,t,0.25
Charged Off,5000,f,66000,7.75,2.84473,16396,47.90,MORTGAGE,6.80,default,1,t,0.55
Charged Off,13250,f,35000,18.55,16.32820,5584,76.50,RENT,3.80,default,8,t,0.45
Charged Off,10000,f,29406,10.41,13.49770,8692,82.50,RENT,5.60,default,6,t,0.30
Charged Off,2200,f,26004,14.95,3.27180,3820,61.60,RENT,5.20,default,9,t,0.45
Charged Off,10625,f,26500,15.49,16.50750,5872,80.40,RENT,4.40,default,11,t,0.40
Charged Off,7200,f,88800,20.46,3.66027,17998,57.50,MORTGAGE,1.20,default,1,t,0.25
Charged Off,10625,f,30000,23.20,14.05760,12103,70.40,RENT,5.60,default,1,t,0.30
Charged Off,5000,f,61400,21.71,3.35277,16624,93.10,MORTGAGE,4.40,default,6,t,0.45
Charged Off,5000,f,32000,20.93,6.43313,11606,98.40,RENT,4.40,default,11,t,0.25
Charged Off,8000,f,35000,23.79,9.16560,7223,76.00,RENT,5.80,default,5,t,0.35
Charged Off,5350,f,52000,9.46,4.29623,21815,80.10,MORTGAGE,4.80,default,7,t,0.35
Charged Off,6000,f,23040,12.66,9.77865,8282,62.30,RENT,6.80,default,1,t,0.40
Charged Off,2300,f,78000,10.23,1.10092,15190,26.10,MORTGAGE,6.60,default,1,t,0.50
Charged Off,5000,f,21000,7.14,10.74860,496,99.20,RENT,1.20,default,6,t,0.40
Charged Off,10000,f,42000,16.37,9.94229,9886,81.70,RENT,4.80,default,1,t,0.45
Charged Off,18200,f,42000,20.37,17.19970,10542,59.60,RENT,5.60,default,11,t,0.45
Charged Off,11100,f,45000,4.64,10.30030,9866,95.80,RENT,4.80,default,7,t,0.65
Charged Off,18500,f,112000,9.02,6.16671,5482,9.80,RENT,6.60,default,2,t,0.45
Charged Off,9500,f,52000,18.95,7.35415,30817,64.50,MORTGAGE,6.00,default,6,t,0.45
Charged Off,4000,f,47000,12.94,3.72511,2476,99.00,RENT,2.20,default,11,t,0.25
Charged Off,15000,f,62000,18.77,9.73897,21777,43.80,RENT,6.00,default,5,t,0.50
Charged Off,16500,f,64000,7.97,11.07170,16896,96.00,MORTGAGE,3.60,default,11,t,0.50
Charged Off,3000,f,55000,9.75,2.16502,11679,92.70,RENT,5.60,default,4,t,0.40
Charged Off,3500,f,175000,16.49,0.78178,54039,63.70,MORTGAGE,5.40,default,11,t,0.60
Charged Off,15000,f,70000,8.25,8.94806,22077,91.80,RENT,4.80,default,4,t,0.40
Charged Off,7175,f,60000,7.90,4.49020,9975,94.10,RENT,6.80,default,5,t,0.45
Charged Off,16000,f,70000,4.99,9.46131,3290,43.30,MORTGAGE,4.60,default,8,t,0.55
Charged Off,8000,f,42240,12.33,6.97813,9950,53.50,OWN,6.40,default,11,t,0.75
Charged Off,15000,f,90000,11.20,6.68307,14667,77.10,RENT,5.80,default,2,t,0.45
Charged Off,8400,f,72000,20.75,4.35567,3984,16.00,RENT,6.60,default,11,t,0.55
Charged Off,2400,f,43080,21.67,2.17772,4699,75.40,RENT,5.40,default,9,t,0.25
Charged Off,5000,f,32500,16.32,5.66843,443,27.70,OWN,6.40,default,4,t,0.35
Charged Off,2400,f,72000,17.38,1.28900,36496,80.80,MORTGAGE,5.20,default,11,t,0.25
Charged Off,10000,f,30000,16.56,14.37720,9781,88.10,RENT,3.80,default,11,t,0.20
Charged Off,10000,f,26400,13.95,15.42320,8032,78.00,RENT,4.20,default,1,t,0.70
Charged Off,3000,f,18000,24.27,6.61533,6858,21.50,RENT,5.60,default,2,t,0.50
Charged Off,4200,f,35000,21.91,4.42149,3826,63.80,RENT,6.40,default,11,t,0.50
Charged Off,14000,f,35000,13.44,15.63530,13811,46.20,OWN,5.40,default,3,t,0.50
Charged Off,16000,f,50000,19.44,13.24580,18998,90.90,RENT,4.60,default,5,t,0.60
Charged Off,10000,f,60000,17.18,6.78620,22174,86.60,RENT,4.20,default,6,t,0.55
Charged Off,5000,f,30000,23.36,6.70920,6310,45.10,RENT,6.00,default,7,t,0.40
Charged Off,2800,f,27000,13.20,3.87200,8268,42.60,RENT,6.60,default,4,t,0.60
Charged Off,4000,f,54000,17.53,2.70556,2529,8.20,RENT,6.20,default,3,t,0.65
Charged Off,4000,f,42000,23.23,3.83371,4763,36.90,MORTGAGE,6.00,default,7,t,0.25
Charged Off,6000,f,32000,17.81,7.63462,1524,21.20,RENT,4.20,default,2,t,0.45
Charged Off,2575,f,44420,19.67,2.44430,10201,91.10,RENT,5.00,default,1,t,0.35
Charged Off,6000,f,39168,24.85,6.45925,6347,81.60,MORTGAGE,5.00,default,11,t,0.45
Charged Off,7200,f,50000,22.06,5.71560,16852,65.30,RENT,5.60,default,1,t,0.35
Charged Off,5000,f,42000,19.54,4.90143,8644,91.00,MORTGAGE,4.40,default,3,t,0.20
Charged Off,30000,t,104004,5.67,8.97727,20731,79.10,RENT,1.60,default,11,t,0.40
Charged Off,5500,f,36500,16.73,5.62553,3272,26.80,RENT,6.60,default,3,t,0.60
Charged Off,6000,f,45000,19.04,5.36720,25082,80.80,RENT,6.00,default,3,t,0.35
Charged Off,9600,f,42000,24.09,9.81600,33634,96.40,RENT,3.60,default,4,t,0.45
Charged Off,3600,f,60000,21.54,2.21080,15502,70.10,RENT,6.40,default,2,t,0.35
Charged Off,4000,f,47000,15.63,3.17745,1625,4.40,RENT,6.60,default,8,t,0.55
Charged Off,2200,f,50000,21.65,1.67664,28958,65.70,MORTGAGE,7.00,default,5,t,0.55
Charged Off,10275,f,32400,27.78,11.68480,11362,34.60,RENT,6.40,default,6,t,0.55
Charged Off,12000,f,54600,14.00,8.81297,12007,94.50,MORTGAGE,5.80,default,11,t,0.35
Charged Off,15000,f,75000,16.34,7.81760,20796,59.80,MORTGAGE,5.40,default,9,t,0.60
Charged Off,12300,f,45000,22.29,10.20450,27282,79.10,RENT,6.60,default,8,t,0.50
Charged Off,15200,f,96000,22.19,6.61162,48872,90.50,MORTGAGE,4.80,default,6,t,0.40
Charged Off,8000,f,36000,11.13,8.94533,10736,82.00,RENT,6.00,default,6,t,0.60
Charged Off,12000,f,125000,6.10,4.06666,12136,44.20,RENT,3.20,default,6,t,0.30
Charged Off,13000,f,118000,6.33,4.43481,20564,89.80,RENT,6.00,default,7,t,0.35
Charged Off,6000,f,30000,8.92,8.02000,8061,63.00,RENT,5.80,default,1,t,0.40
Charged Off,5000,f,89000,24.54,2.39596,65029,92.60,MORTGAGE,3.40,default,11,t,0.60
Charged Off,3000,f,61160,8.24,1.86906,337,0.80,RENT,7.00,default,1,t,0.55
Charged Off,7000,f,45000,6.13,5.92747,9924,27.70,RENT,7.00,default,3,t,0.35
Charged Off,10400,f,38004,19.58,11.42720,13017,63.20,RENT,4.80,default,11,t,0.55
Charged Off,3000,f,40000,8.58,2.93160,1476,73.80,RENT,5.40,default,5,t,0.35
Charged Off,15075,f,37000,20.50,17.01340,15806,72.20,RENT,4.80,default,7,t,0.35
Charged Off,15000,f,67000,17.57,10.30890,9984,99.80,RENT,2.00,default,11,t,0.30
Charged Off,5000,f,142000,13.28,1.41744,32945,53.30,MORTGAGE,6.00,default,4,t,0.40
Charged Off,8000,f,30000,3.88,10.31200,273,18.20,RENT,5.20,default,1,t,0.45
Charged Off,4500,f,55000,18.92,3.36873,10637,66.80,RENT,4.40,default,11,t,0.20
Charged Off,12000,f,69600,19.09,6.91362,20419,69.20,RENT,5.80,default,6,t,0.50
Charged Off,9000,f,35000,6.38,10.20650,5761,91.00,RENT,5.60,default,3,t,0.55
Charged Off,10000,f,80000,14.01,5.29515,17508,72.90,MORTGAGE,3.20,default,7,t,0.40
Charged Off,1000,f,38000,15.54,1.15832,10118,99.20,RENT,2.40,default,3,t,0.50
Charged Off,3000,f,59100,12.87,2.16487,0,0.00,RENT,3.40,default,5,t,0.35
Charged Off,1000,f,14400,15.00,2.94250,729,72.90,RENT,3.20,default,2,t,0.10
Charged Off,8000,f,42816,1.88,7.30353,1796,64.10,RENT,5.40,default,1,t,0.60
Charged Off,1000,f,17280,22.08,2.45208,4431,70.30,OWN,3.20,default,1,t,0.50
Charged Off,21600,f,92001,17.67,10.27620,12145,73.30,RENT,2.20,default,7,t,0.40
Charged Off,10000,f,35000,17.07,10.66660,8269,66.70,OWN,6.60,default,6,t,0.50
Charged Off,6400,f,55200,6.93,4.97913,6393,47.40,RENT,3.60,default,3,t,0.45
Charged Off,18000,f,80000,15.00,8.44845,16149,74.50,MORTGAGE,6.80,default,11,t,0.40
Charged Off,12700,f,60000,6.04,8.40140,7169,59.80,RENT,5.60,default,6,t,0.65
Charged Off,33000,f,115000,7.11,12.55990,23848,48.30,MORTGAGE,2.20,default,1,t,0.45
Charged Off,10000,f,40000,9.57,10.66170,7691,59.20,MORTGAGE,3.40,default,11,t,0.45
Charged Off,18000,f,50000,15.07,13.51750,10498,68.60,RENT,6.80,default,5,t,0.35
Charged Off,7500,f,40000,15.21,7.54770,8144,62.20,RENT,6.00,default,10,t,0.40
Charged Off,4000,f,32993,12.37,4.81229,8512,58.70,RENT,5.60,default,7,t,0.55
Charged Off,16250,f,53000,15.94,12.29430,20201,37.20,RENT,5.80,default,6,t,0.40
Charged Off,8300,f,30000,3.80,10.54240,4178,36.00,RENT,7.00,default,1,t,0.35
Charged Off,8000,f,42000,7.71,7.11114,11720,59.20,RENT,6.60,default,3,t,0.50
Charged Off,21200,f,60000,21.18,14.16820,6334,64.60,MORTGAGE,5.80,default,11,t,0.25
Charged Off,5000,f,37513,10.84,4.91094,17844,54.10,RENT,6.40,default,11,t,0.45
Charged Off,7200,f,114000,12.12,2.57158,81405,92.40,MORTGAGE,4.20,default,1,t,0.45
Charged Off,10000,f,60000,23.10,6.86180,9881,72.70,MORTGAGE,4.40,default,7,t,0.35
Charged Off,7750,f,26400,17.34,12.08640,7000,52.20,RENT,4.40,default,6,t,0.40
Charged Off,10000,f,80000,19.56,4.66665,21640,72.20,RENT,6.60,default,3,t,0.35
Charged Off,12000,f,40000,19.77,12.35130,9000,43.90,MORTGAGE,4.40,default,4,t,0.75
Charged Off,7000,f,36475,21.06,7.50169,3976,62.40,RENT,5.40,default,3,t,0.40
Charged Off,5000,f,36000,14.33,5.65533,3989,72.50,OWN,4.20,default,5,t,0.45
Charged Off,1300,f,60000,7.80,0.89220,7676,97.80,RENT,4.40,default,5,t,0.35
Charged Off,15000,f,48000,18.63,13.04930,12313,88.60,RENT,4.80,default,11,t,0.40
Charged Off,6000,f,66000,23.38,3.79618,1297,11.60,MORTGAGE,4.80,default,11,t,0.65
Charged Off,6625,f,24947,21.55,10.69020,11475,77.40,RENT,6.00,default,4,t,0.30
Charged Off,1100,f,36000,12.20,1.26500,15876,87.20,MORTGAGE,4.60,default,6,t,0.25
Charged Off,10000,f,60000,19.92,6.61520,18604,82.70,RENT,5.60,default,11,t,0.30
Charged Off,7000,f,47000,14.37,5.59251,14089,82.40,MORTGAGE,6.80,default,11,t,0.55
Charged Off,1200,f,20400,24.12,2.56118,0,0.12,RENT,4.00,default,5,t,0.35
Charged Off,5000,f,24000,1.75,8.57750,233,17.90,RENT,4.40,default,1,t,0.50
Charged Off,5400,f,32000,20.03,7.14863,11114,89.60,RENT,3.20,default,2,t,0.30
Charged Off,10000,f,51000,9.39,8.26776,10504,89.80,RENT,5.00,default,10,t,0.35
Charged Off,12800,f,38000,22.58,13.50690,7829,93.20,RENT,5.80,default,5,t,0.50
Charged Off,8000,f,47000,22.24,6.58213,16649,76.70,RENT,5.20,default,5,t,0.35
Charged Off,9750,f,21600,8.56,19.38500,0,0.00,RENT,3.60,default,5,t,0.45
Charged Off,7000,f,54000,12.84,5.19800,7568,78.80,MORTGAGE,5.80,default,8,t,0.45
Charged Off,15000,f,31000,9.83,18.16880,10222,52.40,MORTGAGE,6.80,default,10,t,0.70
Charged Off,1800,f,25000,17.66,2.89872,673,96.10,RENT,6.00,default,3,t,0.30
Charged Off,21000,f,95000,9.84,8.77389,19919,76.00,RENT,5.60,default,1,t,0.60
Charged Off,5000,f,41000,23.47,5.14215,12682,75.50,RENT,5.00,default,5,t,0.30
Charged Off,10800,f,75000,16.59,5.37600,19585,59.20,RENT,6.60,default,11,t,0.55
Charged Off,5000,f,35000,2.43,6.02366,2313,18.80,RENT,5.00,default,2,t,0.40
Charged Off,19575,f,45000,21.25,19.14770,23994,87.80,RENT,3.80,default,11,t,0.30
Charged Off,14000,f,78000,25.97,7.42954,264,1.10,MORTGAGE,4.60,default,11,t,0.60
Charged Off,7500,f,34000,29.29,8.28282,13550,60.00,RENT,6.80,default,6,t,0.45
Charged Off,20000,f,95000,14.69,8.66754,19852,78.80,RENT,4.40,default,11,t,0.45
Charged Off,7500,f,67000,16.67,4.74197,23937,80.30,OWN,3.20,default,6,t,0.25
Charged Off,8000,f,72000,22.28,4.59933,32955,85.80,RENT,4.60,default,11,t,0.40
Charged Off,8875,f,23000,18.16,14.70310,16583,60.10,RENT,7.00,default,3,t,0.25
Charged Off,12000,f,87000,8.97,5.33379,19688,66.50,MORTGAGE,5.20,default,11,t,0.60
Charged Off,10000,f,62000,10.35,6.49258,7470,65.50,RENT,6.00,default,11,t,0.25
Charged Off,9000,f,51000,19.22,7.00447,13997,63.30,RENT,5.60,default,2,t,0.55
Charged Off,1800,f,40000,10.56,1.83240,1020,63.70,RENT,4.20,default,8,t,0.65
Charged Off,2800,f,43200,3.94,2.74583,6161,67.70,RENT,3.20,default,3,t,0.30
Charged Off,8000,f,23000,7.62,14.16260,5582,94.60,RENT,4.20,default,1,t,0.45
Charged Off,6100,f,70000,12.67,3.81429,14731,77.60,OWN,2.20,default,8,t,0.45
Default,7925,f,30000,23.60,11.03120,7410,36.90,RENT,4.80,default,5,t,0.65
Charged Off,7200,f,26453,21.55,10.80330,6695,82.70,MORTGAGE,5.60,default,7,t,0.35
Charged Off,15000,f,95000,16.79,6.01642,2880,23.40,MORTGAGE,7.00,default,11,t,0.50
Charged Off,10625,f,51000,12.54,8.57741,10767,83.90,MORTGAGE,4.40,default,1,t,0.55
Charged Off,10000,t,49000,11.63,5.85208,2263,39.00,RENT,3.80,default,11,t,0.75
Charged Off,7500,f,60000,12.32,4.69360,8953,63.50,RENT,6.80,default,3,t,0.40
Charged Off,10000,f,80000,24.22,5.27070,31162,89.50,MORTGAGE,5.00,default,11,t,0.30
Charged Off,4500,f,40000,15.87,4.46550,11963,78.60,MORTGAGE,5.60,default,7,t,0.40
Charged Off,7000,f,39000,15.48,6.73969,8357,26.50,RENT,6.80,default,5,t,0.55
Charged Off,10500,f,45000,21.28,9.83867,7795,77.20,OWN,5.00,default,11,t,0.30
Charged Off,7200,f,35000,16.70,9.05280,4040,98.50,RENT,2.40,default,6,t,0.35
Charged Off,6075,f,12000,7.40,20.30000,2556,28.10,RENT,5.80,default,3,t,0.65
Charged Off,8000,f,33000,18.36,10.03490,3017,62.90,RENT,4.60,default,11,t,0.50
Charged Off,6300,f,60000,3.66,4.34640,4824,50.20,MORTGAGE,4.60,default,7,t,0.65
Charged Off,12000,f,60000,8.86,7.36900,10170,23.80,RENT,6.40,default,2,t,0.70
Charged Off,2500,f,13200,15.82,7.32455,750,68.20,RENT,5.20,default,1,t,0.25
Charged Off,8575,f,27840,15.47,13.62720,11463,98.30,RENT,2.60,default,1,t,0.35
Charged Off,16000,f,42494,10.65,14.94480,3,0.20,RENT,5.60,default,8,t,0.45
Charged Off,6000,f,126000,14.33,1.86133,20607,50.00,MORTGAGE,5.40,default,6,t,0.45
Charged Off,14000,f,150000,7.66,3.50456,41588,77.60,RENT,6.80,default,3,t,0.25
Charged Off,3500,f,30000,9.36,4.63080,2816,45.80,RENT,5.60,default,1,t,0.55
Charged Off,5000,f,50000,13.03,4.26480,5412,98.40,RENT,3.40,default,7,t,0.25
Charged Off,1200,f,90216,15.70,0.54775,20294,92.20,MORTGAGE,4.40,default,11,t,0.55
Charged Off,10000,f,31000,13.94,14.27190,3441,98.30,RENT,2.60,default,4,t,0.25
Charged Off,5500,t,65000,10.63,2.38708,6447,82.70,RENT,3.40,default,5,t,0.25
Charged Off,3500,f,50000,0.00,2.96544,0,0.00,MORTGAGE,3.20,default,4,t,0.40
Charged Off,7000,f,60000,19.80,4.71600,7119,82.80,RENT,4.60,default,4,t,0.25
Charged Off,14000,f,90000,9.65,6.01533,11831,29.30,MORTGAGE,5.20,default,11,t,0.60
Charged Off,30750,f,80000,23.16,16.73330,16233,83.70,RENT,4.00,default,3,t,0.40
Charged Off,13650,f,57600,17.25,10.03880,11969,36.30,MORTGAGE,3.20,default,3,t,0.55
Charged Off,15000,f,68962,17.56,8.63328,8422,33.70,RENT,5.60,default,3,t,0.35
Charged Off,7200,f,45000,16.83,6.25413,27294,52.80,RENT,5.40,default,5,t,0.30
Charged Off,7000,f,40000,14.40,7.12560,473,18.20,RENT,4.20,default,3,t,0.60
Charged Off,5000,f,38000,15.82,5.72811,1850,97.40,RENT,4.00,default,7,t,0.55
Charged Off,15000,f,44400,19.08,13.20540,5792,31.30,RENT,5.40,default,4,t,0.60
Charged Off,6250,f,28000,13.76,9.58629,0,8.46,MORTGAGE,3.60,default,5,t,0.45
Charged Off,4800,f,70000,10.03,2.61291,19437,78.10,MORTGAGE,7.00,default,9,t,0.55
Charged Off,10000,f,78000,4.52,5.27831,8268,79.50,MORTGAGE,4.40,default,11,t,0.45
Charged Off,13575,f,60000,7.68,8.98020,13588,64.70,RENT,5.60,default,3,t,0.65
Charged Off,10000,f,30000,10.00,13.91920,3987,68.70,RENT,4.80,default,1,t,0.50
Charged Off,10000,f,90000,11.43,4.57453,2575,67.80,RENT,4.40,default,11,t,0.45
Charged Off,8000,f,40000,19.89,8.52930,8642,73.90,RENT,3.40,default,7,t,0.50
Charged Off,8000,f,40000,23.13,8.05080,2378,29.40,MORTGAGE,6.00,default,3,t,0.50
Charged Off,21600,f,96000,9.51,9.39550,27423,89.60,MORTGAGE,4.80,default,5,t,0.40
Charged Off,7000,f,46800,13.36,6.58205,379,37.90,OWN,2.40,default,6,t,0.50
Charged Off,9000,f,45512,19.27,8.25303,5559,60.40,RENT,5.00,default,4,t,0.55
Charged Off,4950,f,19200,22.63,10.23310,6406,54.30,MORTGAGE,5.60,default,11,t,0.35
Charged Off,4000,f,16800,14.14,9.80286,296,74.00,RENT,4.40,default,3,t,0.30
Charged Off,7475,f,53000,14.29,5.29585,9657,60.70,OWN,6.80,default,4,t,0.40
Charged Off,2800,f,52800,13.75,1.98000,10207,64.20,MORTGAGE,6.60,default,11,t,0.60
Charged Off,4000,t,26400,22.91,3.86227,0,0.00,RENT,5.80,default,5,t,0.50
Charged Off,4000,f,40860,6.11,3.73040,10047,60.20,RENT,7.00,default,1,t,0.60
Charged Off,35000,f,70000,16.63,20.58550,12782,90.00,RENT,4.40,default,11,t,0.35
Charged Off,4000,f,43200,10.44,3.97639,7240,96.50,RENT,3.60,default,5,t,0.20
Charged Off,4350,f,90000,12.24,2.01827,2740,77.60,RENT,4.80,default,2,t,0.35
Charged Off,20000,f,43000,18.20,18.46100,12711,84.20,RENT,5.60,default,1,t,0.40
Charged Off,6850,f,53000,22.42,5.05200,2173,58.70,RENT,5.40,default,4,t,0.35
Charged Off,2000,f,21600,21.56,3.67556,8323,64.00,RENT,5.60,default,1,t,0.40
Charged Off,12000,f,72000,8.57,6.61533,16366,65.50,MORTGAGE,5.60,default,3,t,0.60
Charged Off,6000,f,37200,19.45,5.94290,900,7.30,RENT,6.40,default,3,t,0.40
Charged Off,5500,f,40000,13.50,5.37480,13662,53.50,MORTGAGE,5.40,default,6,t,0.40
Charged Off,8000,f,31000,3.37,10.62500,3042,39.50,RENT,4.40,default,6,t,0.50
Charged Off,15000,f,49772,26.26,11.25140,108339,39.50,MORTGAGE,6.60,default,11,t,0.30
Charged Off,15600,f,148112,6.42,4.65993,30824,90.40,MORTGAGE,2.60,default,11,t,0.55
Charged Off,1000,f,33600,20.18,1.16357,2432,97.30,RENT,5.40,default,1,t,0.35
Charged Off,8000,f,19200,9.50,17.65060,4837,66.30,RENT,3.20,default,5,t,0.70
Charged Off,2400,f,12000,10.50,7.93900,3013,53.80,RENT,5.60,default,3,t,0.35
Charged Off,14400,f,75000,17.01,7.50496,10436,52.40,MORTGAGE,5.40,default,1,t,0.45
Charged Off,7200,f,45000,15.63,6.35067,4365,43.60,RENT,5.60,default,6,t,0.30
Charged Off,6000,f,39564,23.78,6.42433,2028,61.50,RENT,3.20,default,6,t,0.45
Charged Off,1500,f,21600,2.22,2.75667,571,18.40,RENT,5.60,default,2,t,0.55
Charged Off,14000,f,45760,13.51,12.14340,11612,41.30,OWN,5.60,default,7,t,0.50
Charged Off,15000,f,36021,16.42,16.52840,14824,84.80,RENT,5.60,default,1,t,0.40
Charged Off,3800,f,47000,22.52,3.01864,8100,39.30,MORTGAGE,6.60,default,1,t,0.60
Charged Off,8875,f,40000,11.31,8.67270,7583,68.90,MORTGAGE,5.40,default,7,t,0.40
Charged Off,10000,f,50000,7.99,8.35152,97,13.90,RENT,4.80,default,6,t,0.65
Charged Off,10000,f,40000,16.53,10.06350,3839,85.30,RENT,6.00,default,2,t,0.35
Charged Off,30000,f,125000,1.08,8.95997,740,3.20,OWN,6.60,default,6,t,0.60
Charged Off,25000,f,90000,20.69,11.84610,39640,88.70,MORTGAGE,3.40,default,11,t,0.50
Charged Off,7125,f,22800,20.05,12.40370,16188,29.90,MORTGAGE,5.60,default,1,t,0.45
Charged Off,5000,f,42082,18.31,4.37774,4258,71.00,MORTGAGE,6.40,default,6,t,0.50
Charged Off,7200,f,31700,2.01,9.01514,1052,23.90,RENT,5.60,default,1,t,0.55
Charged Off,8000,f,21000,13.20,16.24630,2408,89.20,RENT,3.40,default,8,t,0.50
Charged Off,12600,f,38000,23.73,13.29600,4675,35.20,OWN,5.80,default,11,t,0.50
Charged Off,4000,f,80000,6.48,1.86675,12683,61.30,MORTGAGE,6.60,default,7,t,0.35
Charged Off,1800,f,50400,2.64,1.36095,1930,16.10,RENT,7.00,default,10,t,0.50
Charged Off,3825,f,28500,23.54,5.65937,5010,79.50,RENT,5.00,default,4,t,0.30
Charged Off,8000,f,36000,7.30,9.14933,1287,16.30,RENT,4.40,default,7,t,0.70
Charged Off,7500,f,50000,10.46,5.95368,4813,61.70,MORTGAGE,5.60,default,8,t,0.50
Charged Off,7000,f,27600,20.96,9.52348,0,0.00,OWN,6.80,default,11,t,0.50
Charged Off,7000,f,43200,3.15,6.08444,2769,12.00,RENT,6.80,default,10,t,0.65
Charged Off,7200,f,30000,19.52,9.66120,12963,68.60,RENT,6.00,default,7,t,0.45
Charged Off,7500,f,50000,0.86,5.63232,0,0.00,RENT,6.80,default,6,t,0.50
Charged Off,9000,f,34320,25.91,9.66224,13646,22.10,RENT,6.40,default,3,t,0.50
Charged Off,10000,f,55000,11.65,6.69905,4272,11.70,RENT,6.40,default,11,t,0.85
Charged Off,8000,f,40000,12.66,7.50990,6609,44.10,RENT,6.80,default,2,t,0.65
Charged Off,8000,f,50000,15.84,6.35064,624,78.00,RENT,5.60,default,10,t,0.45
Charged Off,2400,f,150000,14.35,0.71272,39864,52.30,MORTGAGE,2.80,default,11,t,0.35
Charged Off,30000,f,97000,22.74,12.08910,15196,21.10,RENT,5.40,default,11,t,0.55
Charged Off,5000,f,54000,14.71,3.86644,3340,79.50,MORTGAGE,4.80,default,11,t,0.30
Charged Off,12000,f,53000,22.75,8.34226,11742,38.40,MORTGAGE,6.40,default,11,t,0.50
Charged Off,4800,f,46525,13.49,4.27074,7242,43.90,MORTGAGE,4.60,default,9,t,0.65
Charged Off,4000,f,39000,9.91,3.85138,432,4.50,MORTGAGE,6.80,default,10,t,0.55
Charged Off,2800,f,64800,13.85,1.73944,19320,65.70,RENT,6.00,default,7,t,0.45
Charged Off,7500,f,38400,23.81,8.04125,7943,63.00,RENT,4.40,default,11,t,0.50
Charged Off,3000,f,62400,8.98,1.80538,4931,50.30,RENT,6.80,default,2,t,0.40
Charged Off,5450,f,43000,18.33,5.34419,20132,96.80,RENT,5.00,default,11,t,0.50
Charged Off,4200,f,42000,20.83,3.86714,2603,26.20,RENT,5.20,default,5,t,0.75
Charged Off,1800,f,36000,21.17,1.89400,0,0.00,RENT,7.00,default,11,t,0.30
Charged Off,3500,f,55000,9.03,2.48749,17494,32.80,RENT,5.40,default,11,t,0.75
Charged Off,2700,f,88000,26.82,1.15214,14552,71.20,MORTGAGE,6.80,default,4,t,0.50
Charged Off,30000,f,75000,9.22,17.17790,1370,18.30,MORTGAGE,3.60,default,5,t,0.65
Charged Off,9950,f,36400,23.54,11.41450,9489,92.10,MORTGAGE,4.80,default,3,t,0.35
Charged Off,10800,f,51000,17.06,7.90588,16811,28.80,MORTGAGE,6.60,default,11,t,0.70
Charged Off,8000,f,27000,9.24,11.29020,7263,34.40,RENT,7.00,default,4,t,0.65
Charged Off,1200,f,20000,6.54,2.38200,1376,52.70,RENT,5.60,default,4,t,0.50
